id_standar,nama_data,konsep_kode,definisi,klasifikasi_penyajian,klasifikasi_isian,is_klasifikasi,ukuran,satuan
10410047,Jumlah Notifikasi Produk Kosmetik,K01237 Notifikasi Kosmetik|,"Banyaknya persetujuan yang diberikan oleh kepala badan yang berwenang dalam pengawasan obat dan makanan terhadap pemberitahuan dari pelaku usaha untuk mengedarkan kosmetik di wilayah Indonesia, yang terdaftar dan masih berlaku.",32010026 Wilayah|,-,0,Total,notifikasi
10410049,Jumlah Pendaftar Pangan Olahan,"K01337 Pelaku Usaha|
K01283 Pangan Olahan|",Banyaknya perusahaan atau pihak yang diberi kuasa oleh perusahaan untuk melakukan pendaftaran pangan olahan dalam rangka mendapatkan izin edar.,32010026 Wilayah|,-,0,Total,pendaftar
10410050,Jumlah Pendaftar Produk Obat,"K01337 Pelaku Usaha|
K01238 Obat|",Banyaknya industri farmasi atau pedagang besar farmasi yang telah mendapat izin usaha sesuai ketentuan perundang-undangan yang berlaku.,32010026 Wilayah|,-,0,Total,pendaftar
10410051,Jumlah Pendaftar Produk Obat Bahan Alam,"K01337 Pelaku Usaha|
K01245 Obat Bahan Alam|",Banyaknya pelaku usaha yang mengajukan permohonan pengkajian persyaratan mutu obat bahan alam.,32010026 Wilayah|,-,0,Total,pendaftar
10410052,Jumlah Pendaftar Produk Suplemen Kesehatan,"K01337 Pelaku Usaha|
K02087 Suplemen Kesehatan|",Banyaknya pelaku usaha yang melakukan pendaftaran produk suplemen kesehatan dalam rangka mendapatkan izin edar.,32010026 Wilayah|,-,0,Total,pendaftar
10410053,Jumlah Penduduk Berumur 5 Tahun ke Atas yang Mengalami Kesulitan/Gangguan,"K01476 Penduduk|
K00388 Disabilitas|","Banyaknya penduduk berumur 5 tahun ke atas yang mengalami satu atau lebih kesulitan/gangguan dalam berinteraksi dengan lingkungan, dan menyebabkan keterbatasan dalam melaksanakan tugas atau kegiatan sehari-hari.","32010026 Wilayah|
33220007 Jenis Kelamin|
32020020 Klasifikasi Wilayah|",-,0,Total,orang
10410054,Jumlah Pos Kesehatan Desa (Poskesdes)/Pondok Bersalin Desa (Polindes),"K01760 Pos Kesehatan Desa (Poskesdes)|
K01756 Pondok Bersalin Desa (Polindes)|",Banyaknya tempat pelayanan kesehatan dasar (pos kesehatan desa/poskesdes) bagi masyarakat dan pondok tempat pertolongan persalinan dan pemondokan ibu bersalin (polindes).,32010026 Wilayah|,-,0,Total,unit
10410055,Jumlah Posyandu,K01766 Posyandu|,Banyaknya suatu upaya kesehatan bersumber daya masyarakat yang bertujuan mempercepat penurunan angka kematian ibu dan bayi.,32010026 Wilayah|,-,0,Total,unit
10410057,Jumlah Produk Kosmetik,K00988 Kosmetik|,"Banyaknya produk berupa bahan atau sediaan yang dimaksudkan untuk digunakan pada bagian luar tubuh manusia seperti epidermis, rambut, kuku, bibir dan organ genital bagian luar, atau gigi dan membran mukosa mulut terutama untuk membersihkan, mewangikan, mengubah penampilan dan/atau memperbaiki bau badan atau melindungi atau memelihara tubuh pada kondisi baik.",32010026 Wilayah|,-,0,Total,produk
10410059,Jumlah Produk Obat Bahan Alam,K01245 Obat Bahan Alam|,"Banyaknya produk berupa bahan, ramuan bahan, atau produk yang berasal dari sumber daya alam  yang terdaftar dan memiliki nomor izin edar yang masih berlaku.",32010026 Wilayah|,-,0,Total,produk
10410058,Jumlah Produk Obat Teregistrasi,"K01238 Obat|
K01861 Registrasi|","Banyaknya produk berupa bahan atau paduan bahan, termasuk produk biologi, yang digunakan untuk mempengaruhi atau menyelidiki sistem fisiologi atau keadaan patologi dalam rangka penetapan diagnosis, pencegahan, penyembuhan, pemulihan, peningkatan kesehatan, dan kontrasepsi untuk manusia atau hewan yang sudah didaftarkan dan dinilai memenuhi persyaratan.","32010026 Wilayah|
10420018 Golongan Obat|",-,0,Total,produk
10410060,Jumlah Produk Suplemen Kesehatan,K02087 Suplemen Kesehatan|,"Banyaknya produk yang dimaksudkan untuk melengkapi kebutuhan zat gizi, memelihara, meningkatkan dan/atau memperbaiki fungsi kesehatan, mempunyai nilai gizi dan/atau efek fisiologis, mengandung satu atau lebih bahan berupa vitamin, mineral, asam amino dan/atau bahan lain bukan tumbuhan yang dapat dikombinasi dengan tumbuhan.","32010026 Wilayah|
10420021 Jenis Klaim Produk Suplemen Kesehatan|",-,0,Total,produk
10410061,Jumlah Psikolog Klinis,K01827 Psikolog Klinis|,Banyaknya orang yang telah lulus pendidikan psikologi klinis sesuai dengan ketentuan peraturan perundang-undangan.,32010026 Wilayah|,-,0,Total,orang
10410062,Jumlah Puskesmas,K01838 Pusat Kesehatan Masyarakat (Puskesmas)|,Banyaknya fasilitas pelayanan kesehatan yang menyelenggarakan upaya kesehatan masyarakat dan upaya kesehatan perseorangan tingkat pertama dengan lebih mengutamakan upaya promotif dan preventif di wilayah kerjanya.,32010026 Wilayah|,-,0,Total,unit
10410066,Jumlah Rumah Sakit,K01919 Rumah Sakit|,"Banyaknya institusi pelayanan kesehatan yang menyelenggarakan pelayanan kesehatan perorangan secara paripurna yang menyediakan pelayanan rawat inap, rawat jalan, dan gawat darurat.",32010026 Wilayah|,-,0,Total,unit
10410201,Jumlah Rumah Sakit Bersalin,K01920 Rumah Sakit Bersalin (RSB)|,"Banyaknya institusi pelayanan kesehatan yang khusus melayani persalinan dan dilengkapi pelayanan rawat inap, rawat jalan, dan gawat darurat.",32010026 Wilayah|,-,0,Total,unit
10410067,Jumlah Tenaga Gizi,K02156 Tenaga gizi|,Banyaknya tenaga kesehatan yang telah memenuhi kualifikasi bidang gizi yang terdiri dari nutrisionis dan dietisien sesuai dengan peraturan perundang-undangan yang berlaku.,32010026 Wilayah|,-,0,Total,orang
10410068,Jumlah Tenaga Kebidanan,K00287 Bidan|,"Banyaknya tenaga kesehatan yang memiliki kewenangan berdasarkan kompetensi untuk melakukan pelayanan kesehatan ibu, pelayanan kesehatan anak, dan pelayanan kesehatan reproduksi perempuan dan keluarga berencana.",32010026 Wilayah|,-,0,Total,orang
10410069,Jumlah Tenaga Kefarmasian,"K00152 Apoteker|
K02186 Tenaga Teknis Kefarmasian|",Banyaknya tenaga kesehatan yang melakukan pekerjaan kefarmasian yang terdiri atas apoteker dan tenaga teknis kefarmasian.,32010026 Wilayah|,-,0,Total,orang
10410070,Jumlah Tenaga Keperawatan,K01634 Perawat|,Banyaknya tenaga kesehatan yang memiliki kewenangan berdasarkan kompetensi untuk melakukan asuhan keperawatan serta tindakan kolaborasi keperawatan dengan tenaga kesehatan lain sesuai kualifikasinya.,32010026 Wilayah|,-,0,Total,orang
10410071,Jumlah Tenaga Kesehatan Lingkungan,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang memenuhi kualifikasi bidang kesehatan lingkungan, mencakup tenaga lingkungan, entomolog kesehatan, dan mikrobiolog kesehatan.",32010026 Wilayah|,-,0,Total,orang
10410072,Jumlah Tenaga Kesehatan Masyarakat,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang telah memenuhi kualifikasi bidang kesehatan masyarakat yang terdiri dari epidemiolog kesehatan, tenaga promosi kesehatan dan ilmu perilaku, pembimbing kesehatan kerja, tenaga administrasi dan kebijakan kesehatan, tenaga biostatistik dan kependudukan, serta tenaga kesehatan reproduksi dan keluarga sesuai dengan peraturan perundang-undangan yang berlaku.",32010026 Wilayah|,-,0,Total,orang
10410073,Jumlah Tenaga Kesehatan Tradisional,K02174 Tenaga Kesehatan|,Banyaknya tenaga kesehatan yang telah memenuhi kualifikasi bidang kesehatan tradisional yang terdiri atas tenaga kesehatan tradisional ramuan dan tenaga kesehatan tradisional keterampilan sesuai peraturan perundang-undangan yang berlaku.,32010026 Wilayah|,-,0,Total,orang
10410074,Jumlah Tenaga Keteknisan Medis,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang memiliki kompetensi keteknisan medis, mencakup perekam medis dan informasi kesehatan, teknik kardiovaskuler, teknisi pelayanan darah, refraksionis optisien/optometris, teknisi gigi, penata anestesi, terapis gigi dan mulut, dan audiologis.",32010026 Wilayah|,-,0,Total,orang
10410075,Jumlah Tenaga Keterapian Fisik,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang memiliki kompetensi dalam terapi fisik, mencakup fisioterapis, okupasi terapis, terapis wicara, dan akupuntur.",32010026 Wilayah|,-,0,Total,orang
10410076,Jumlah Tenaga Medis,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang berhubungan dengan bidang kedokteran, mencakup dokter, dokter gigi, dokter spesialis, dan dokter gigi spesialis.",32010026 Wilayah|,-,0,Total,orang
10410077,Jumlah Tenaga Teknik Biomedis,K02174 Tenaga Kesehatan|,"Banyaknya tenaga kesehatan yang telah memenuhi kualifikasi bidang teknik biomedis yang terdiri atas radiografer, elektromedis, ahli teknologi laboratorium medis, fisikawan medis, radioterapis, dan ortotik prostetik.",32010026 Wilayah|,-,0,Total,orang
10410089,Persentase Anak Berusia 0—5 Bulan yang Mendapatkan Air Susu Ibu (ASI) Eksklusif,"K00091 Anak|
K00160 Air Susu Ibu (ASI)|","Bagian dari populasi anak berusia 0—5 bulan yang mendapatkan air susu ibu sejak dilahirkan, tanpa menambahkan dan/atau mengganti dengan makanan atau minuman lain.",32010026 Wilayah|,-,0,Persentase,persen
10410090,Persentase Anak Berusia 12—23 Bulan yang Mendapatkan Imunisasi Dasar Lengkap,"K00091 Anak|
K00583 Imunisasi Dasar|","Bagian dari populasi anak berusia 12—23 bulan yang mendapatkan imunisasi dasar lengkap yang meliputi: satu kali imunisasi BCG untuk pencegahan tuberkulosis| tiga kali imunisasi difteri, pertusis, dan tetanus (DPT)| tiga kali imunisasi hepatitis B| empat kali imunisasi polio| dan satu kali imunisasi campak sebelum umur 1 tahun.",32010026 Wilayah|,-,0,Persentase,persen
10410092,Persentase Anak Usia 24—59 Bulan yang Berkembang dengan Baik,"K00091 Anak|
K01709 Pertumbuhan Anak|","Bagian dari seluruh anak usia 24—59 bulan pada periode tertentu yang berkembang dengan baik yaitu apabila tiga dari empat domain perkembangan (kemampuan literasi dan numerasi, fisik, sosial-emosional, dan kemampuan belajar) dinilai baik.","32010026 Wilayah|
33220007 Jenis Kelamin|",-,0,Persentase,persen
10410093,Persentase Balita yang Dipantau Pertumbuhan dan Perkembangannya,"K00206 Balita|
K01709 Pertumbuhan Anak|","Bagian dari seluruh balita (anak berusia 0—59 bulan) yang ditimbang sedikitnya 8 kali dalam satu tahun, diukur panjang badan atau tinggi badannya sedikitnya 2 kali dalam satu tahun, dan dipantau perkembangannya (motorik kasar, motorik halus, bicara-bahasa, sosialisasi kemandirian) sedikitnya 2 kali dalam satu tahun.",32010026 Wilayah|,-,0,Persentase,persen
10410095,Persentase Bayi Baru Lahir yang Mendapatkan Pelayanan Neonatal,"K00232 Bayi|
K01365 Pelayanan Neonatal|",Bagian dari populasi bayi berumur 0—28 hari yang mendapatkan pelayanan untuk bayi baru lahir sesuai standar kuantitas dan standar kualitas baik dengan mengunjungi atau dikunjungi oleh tenaga kesehatan.,32010026 Wilayah|,-,0,Persentase,persen
10410096,Persentase Fasilitas Kesehatan dengan Paket Obat Esensial yang Tersedia dan Terjangkau Secara Berkelanjutan,"K00443 Fasilitas Pelayanan Kesehatan|
K01238 Obat|","Bagian dari fasilitas kesehatan yang memiliki serangkaian obat-obatan terpilih yang paling dibutuhkan untuk pelayanan kesehatan, mencakup upaya diagnosis, profilaksis, terapi, dan rehabilitasi secara berkelanjutan.","32010026 Wilayah|
32020020 Klasifikasi Wilayah|",-,0,Persentase,persen
10410097,Persentase Ibu Hamil Kurang Energi Kronis yang Mendapatkan Tambahan Asupan Gizi,"K00803 Kehamilan|
K01359 Pelayanan Antenatal|","Bagian dari populasi ibu hamil dengan risiko kurang energi kronis, yang ditandai dengan ukuran lingkar lengan atas kurang dari 23,5 cm, yang mendapatkan tambahan asupan gizi, baik pabrikan maupun berbasis pangan lokal.",32010026 Wilayah|,-,0,Persentase,persen
10410098,Persentase Ibu Hamil yang Mendapatkan Pelayanan Antenatal,"K00803 Kehamilan|
K01359 Pelayanan Antenatal|",Bagian dari populasi ibu hamil yang mendapatkan pelayanan kesehatan ibu hamil atau pelayanan antenatal.,32010026 Wilayah|,-,0,Persentase,persen
10410099,Persentase Ibu Hamil yang Mengonsumsi Tablet Tambah Darah,"K00803 Kehamilan|
K01359 Pelayanan Antenatal|","Bagian dari populasi ibu hamil yang mengonsumsi tablet tambah darah sesuai standar minimal 90 tablet selama masa kehamilan dengan sekurang-kurangnya setiap tablet mengandung zat besi setara dengan 60 mg besi elemental dan 0,4 mg asam folat.",32010026 Wilayah|,-,0,Persentase,persen
10410100,Persentase Kabupaten/Kota dengan Ketersediaan Obat Esensial,"K00709 Kabupaten|
K00989 Kota|
K01238 Obat|","Bagian dari populasi kabupaten/kota yang memiliki ketersediaan minimal 85% dari 40 item dari obat-obatan terpilih yang paling dibutuhkan untuk pelayanan kesehatan, mencakup upaya diagnosis, profilaksis, terapi dan rehabilitasi.",32010026 Wilayah|,-,0,Persentase,persen
10410101,Persentase Kabupaten/Kota dengan Ketersediaan Vaksin Imunisasi Dasar Lengkap,"K00709 Kabupaten|
K00989 Kota|
K02302 Vaksin|
K00583 Imunisasi Dasar|","Bagian dari populasi kabupaten/kota yang memiliki atau menyediakan vaksin imunisasi dasar lengkap yang terdiri dari vaksin hepatitis B, vaksin tuberkulosis (BCG), vaksin difteri, pertusis, dan tetanus (DPT), vaksin polio, dan vaksin campak/campak rubela.",32010026 Wilayah|,-,0,Persentase,persen
10410155,Persentase Kebutuhan Pelayanan Kesehatan yang Tidak Terpenuhi/Unmet Need Pelayanan Kesehatan,K02250 Unmet Need Pelayanan Kesehatan|,Bagian dari populasi penduduk yang mengalami keluhan kesehatan dan terganggu aktivitasnya tetapi tidak berobat jalan pada waktu tertentu.,"32010026 Wilayah|
32020020 Klasifikasi Wilayah|
33220007 Jenis Kelamin|
10120066 Umur/Usia|
10320055 Tingkat Pendidikan|
10620071 Status Disabilitas|",-,0,Persentase,persen
10410203,Persentase Keluarga yang Memiliki Anggota Keluarga dengan Keluhan Kesehatan Kronis/Menahun,"K00829 Keluarga|
K00106 Anggota Keluarga|
K01594 Penyakit Kronis|",Bagian dari populasi keluarga yang memiliki satu atau lebih anggota keluarga yang mengalami keluhan kesehatan kronis/menahun.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
10410204,Persentase Keluarga yang Memiliki Anggota Keluarga Tengkes/Stunting,"K00829 Keluarga|
K00106 Anggota Keluarga|
K02057 Tengkes/Stunting|",Bagian dari populasi keluarga yang memiliki anggota keluarga pendek atau sangat pendek yang disebabkan asupan nutrisi yang tidak memadai dan/atau infeksi berulang/kronis yang terjadi dalam 1.000 hari pertama kehidupan.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
10410205,Persentase Keluarga yang Memiliki Balita dengan Kondisi Kurang Gizi,"K00829 Keluarga|
K00206 Balita|
K00818 Kurang Gizi|",Bagian dari populasi keluarga yang memiliki anak berumur 5 tahun ke bawah (balita) dengan kondisi kurang gizi.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
10410206,Persentase Keluarga yang Memiliki Ibu Hamil,"K00829 Keluarga|
K00803 Kehamilan|",Bagian dari populasi keluarga yang memiliki satu atau lebih anggota keluarga perempuan yang sedang hamil.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
10410105,Persentase Lansia yang Mendapatkan Skrining Kesehatan Sesuai Standar,"K01055 Orang Lanjut Usia (Lansia)|
K01361 Pelayanan Kesehatan|","Bagian dari populasi lansia yang mendapatkan pelayanan skrining kesehatan usia lanjut sesuai standar minimal satu kali dalam kurun waktu satu tahun untuk penyakit menular dan penyakit tidak menular meliputi: 
(1) pengukuran tinggi badan, berat badan dan lingkar perut| 
(2) pengukuran tekanan darah| 
(3) pemeriksaan gula darah| 
(4) pemeriksaan gangguan mental| 
(5) pemeriksaan gangguan kognitif| 
(6) pemeriksaan tingkat kemandirian usia lanjut| dan 
(7) anamnesa perilaku berisiko.",32010026 Wilayah|,-,0,Persentase,persen
10410107,Persentase Obat Bahan Alam Ekspor,K01245 Obat Bahan Alam|,Bagian dari seluruh obat yang diedarkan keluar daerah pabean yang merupakan obat bahan alam.,32010026 Wilayah|,-,0,Persentase,persen
10410108,Persentase Obat Bahan Alam Lokal,K01245 Obat Bahan Alam|,Bagian dari seluruh obat yang diproduksi di Indonesia yang merupakan obat bahan alam.,32010026 Wilayah|,-,0,Persentase,persen
10410106,Persentase Obat Memenuhi Syarat,"K01238 Obat|
K01245 Obat Bahan Alam|
K00988 Kosmetik|
K02087 Suplemen Kesehatan|","Bagian dari obat, bahan obat, narkotika, psikotropika, prekursor, obat bahan alam, suplemen kesehatan, dan kosmetik yang memenuhi syarat, yaitu memiliki nomor izin edar, tidak kedaluwarsa, tidak rusak, memenuhi ketentuan penandaan, dan memenuhi syarat berdasarkan pengujian.",32010026 Wilayah|,-,0,Persentase,persen
10410207,Persentase Pangan Olahan Memenuhi Syarat,K01283 Pangan Olahan|,"Bagian dari seluruh makanan dan minuman hasil olahan, yang memenuhi syarat  keamanan, mutu, gizi pangan, meliputi memiliki nomor izin edar, tidak kedaluwarsa, tidak rusak, memenuhi ketentuan penandaan, memenuhi syarat berdasarkan pengujian.",32010026 Wilayah|,-,0,Persentase,persen
10410120,Persentase Penduduk Berumur 15—59 Tahun yang Mendapatkan Skrining Kesehatan Sesuai Standar,"K01476 Penduduk|
K01361 Pelayanan Kesehatan|","Bagian dari populasi penduduk berumur 15—59 tahun yang mendapatkan pelayanan skrining kesehatan usia produktif sesuai standar minimal satu kali dalam kurun waktu satu tahun untuk penyakit menular dan penyakit tidak menular meliputi: (1) pengukuran tinggi badan, berat badan dan lingkar perut| (2) pengukuran tekanan darah| (3) pemeriksaan gula darah| dan (4) anamnesa perilaku berisiko.",32010026 Wilayah|,-,0,Persentase,persen
10410115,Persentase Penduduk Lanjut Usia dengan Keluhan Kesehatan yang Berobat Sendiri,"K01055 Orang Lanjut Usia (Lansia)|
K00835 Keluhan Kesehatan|",Bagian dari populasi penduduk usia 60 tahun ke atas yang mengalami keluhan kesehatan yang hanya melakukan tindakan pengobatan sendiri (tanpa saran/resep dari tenaga kesehatan/batra) selama mengalami keluhan kesehatan.,32010026 Wilayah|,-,0,Persentase,persen
10410113,Persentase Penduduk Lanjut Usia dengan Keluhan Kesehatan yang Berobat Sendiri dan Rawat Jalan,"K01055 Orang Lanjut Usia (Lansia)|
K00835 Keluhan Kesehatan|
K01851 Rawat Jalan|",Bagian dari populasi penduduk usia 60 tahun ke atas yang mengalami keluhan kesehatan yang melakukan tindakan pengobatan sendiri (tanpa saran/resep dari tenaga kesehatan/batra) dan melakukan rawat jalan selama mengalami keluhan kesehatan.,32010026 Wilayah|,-,0,Persentase,persen
10410116,Persentase Penduduk Lanjut Usia dengan Keluhan Kesehatan yang Rawat Jalan,"K01055 Orang Lanjut Usia (Lansia)|
K00835 Keluhan Kesehatan|
K01851 Rawat Jalan|",Bagian dari populasi penduduk usia 60 tahun ke atas yang mengalami keluhan kesehatan yang hanya melakukan tindakan pengobatan dengan cara rawat jalan selama mengalami keluhan kesehatan.,32010026 Wilayah|,-,0,Persentase,persen
10410117,Persentase Penduduk Lanjut Usia dengan Keluhan Kesehatan yang Tidak Melakukan Tindakan Pengobatan,"K01055 Orang Lanjut Usia (Lansia)|
K00835 Keluhan Kesehatan|",Bagian dari populasi penduduk usia 60 tahun ke atas yang mengalami keluhan kesehatan yang tidak melakukan tindakan pengobatan sama sekali selama mengalami keluhan kesehatan.,32010026 Wilayah|,-,0,Persentase,persen
10410114,Persentase Penduduk Lanjut Usia yang Mengalami Sakit (Morbiditas Lansia),"K01055 Orang Lanjut Usia (Lansia)|
K00894 Kesakitan/Morbiditas|",Bagian dari populasi penduduk usia 60 tahun ke atas yang mengalami keluhan kesehatan dan terganggu kegiatan aktivitasnya sehari-hari.,32010026 Wilayah|,-,0,Persentase,persen
